Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
        &lt;Parameter1&gt;6.1.7601.2.1.0.256.48&lt;/Parameter1&gt;
        &lt;Parameter2&gt;1033&lt;/Parameter2&gt;
        &lt;Parameter22&gt;0a9e&lt;/Parameter22&gt;
        &lt;Parameter23&gt;0a9e372d3b4ad19135b953a78882e789&lt;/Parameter23&gt;
        &lt;Parameter24&gt;0a9e&lt;/Parameter24&gt;
        &lt;Parameter25&gt;0a9e372d3b4ad19135b953a78882e789&lt;/Parameter25&gt;
    &lt;/DynamicSignatures&gt;
    &lt;SystemInformation&gt;
        &lt;MID&gt;B73736F6-D3D2-46FF-BDB0-6668893CF9EF&lt;/MID&gt;
        &lt;SystemManufacturer&gt;VMware, Inc.&lt;/SystemManufacturer&gt;
        &lt;SystemProductName&gt;VMware Virtual Platform&lt;/SystemProductName&gt;
        &lt;BIOSVersion&gt;6.00&lt;/BIOSVersion&gt;
    &lt;/SystemInformation&gt;
&lt;/WERReportMetadata&gt;
</code></pre>

<p>=========
Edit- First error message:
<a href=""https://i.stack.imgur.com/hD4Vc.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/hD4Vc.png"" alt=""enter image description here""></a></p>

<p>Any idea what can be the problem with the publish?</p>
","679099","","679099","","2018-01-01 09:47:57","2018-01-01 09:47:57","C# publish Winform application","<c#><windows><winforms><publish><cefsharp>","0","3","","",""
"48046430","2","","48043350","2018-01-01 00:13:56","","1","","<p>To be honest with you, I did not want to answer this question at first because you already have the answer in one of your questions here on SO</p>

<p><a href=""https://stackoverflow.com/a/46796879/7579632"">Create a button that accepts .PNG images as Glyph</a></p>

<p>the first class to be exact it is a <code>TPersistent</code> that exposed the Glyph coordinates in the <code>TNCRSpeedButton</code>. </p>

<p>I'm writing this because I said <strong><em>I hope you benefit well from it.</em></strong> and I can see you did not.</p>

<p>So this is your solution to your problem and you are more than welcome to ask any thing about how it is implemented.</p>

<pre><code>unit UnitName;;

interface
   uses
    System.Classes, Vcl.ExtCtrls, Vcl.StdCtrls, Vcl.Controls;

type
  TCheckEditCaptions = class(TPersistent)
  private
    FDisableCaption: TCaption;
    FEnableCaption: TCaption;
    FOnChange: TNotifyEvent;
    function GetDisableCaption: TCaption;
    function GetEnableCaption: TCaption;
    procedure SetDisableCaption(const Value: TCaption);
    procedure SetEnableCaption(const Value: TCaption);
  public
    procedure Assign(aValue: TPersistent); override;
  published
    property EnableCaption: TCaption read GetEnableCaption write SetEnableCaption;
    property DisableCaption: TCaption read GetDisableCaption write SetDisableCaption;
    property OnChange: TNotifyEvent read FOnChange write FOnChange;
  end;

TCheckEdit = class (TCustomControl)
  private
    FCheckBox : TCheckBox;
    FEdit : TEdit;
    FCheckEditCaptions: TCheckEditCaptions;
    procedure SetIsActive(const Value: Boolean);
    function GetIsActive : Boolean;
    procedure ChBoxOnClick (Sender : TObject);
    procedure CheckEditCaptionsChanged(Sender : TObject);
    procedure SetCheckEditCaptions(const Value: TCheckEditCaptions);
  protected
  public
    constructor Create(AOwner: TComponent); override;
    destructor Destroy; override;
  published
    property IsActive : Boolean read GetIsActive write SetIsActive default False;
    property CheckEditCaptions : TCheckEditCaptions read FCheckEditCaptions write SetCheckEditCaptions;
    property OnClick;
end;
procedure register;

implementation

 procedure register;
 begin
   RegisterComponents('Samples', [TCheckEdit]);
 end;

{ TCheckEdit }

procedure TCheckEdit.ChBoxOnClick(Sender: TObject);
begin
  IsActive := FCheckBox.Checked;
end;

procedure TCheckEdit.CheckEditCaptionsChanged(Sender: TObject);
begin
  SetIsActive(GetIsActive);
end;

constructor TCheckEdit.Create(AOwner: TComponent);
begin
  inherited;

  FCheckBox := TCheckBox.Create(Self);
  FCheckBox.Parent := Self;
  FCheckBox.Align := alTop;
  FCheckBox.OnClick := ChBoxOnClick;

  FCheckEditCaptions := TCheckEditCaptions.Create;
  FCheckEditCaptions.FDisableCaption := 'Disabled';
  FCheckEditCaptions.FEnableCaption := 'Enabled';
  FCheckEditCaptions.OnChange := CheckEditCaptionsChanged;

  FCheckBox.Caption := CheckEditCaptions.DisableCaption;

  FEdit := TEdit.Create(Self);
  FEdit.Parent := Self;
  FEdit.Align := alTop;
  FEdit.Enabled := False;

  Self.Height := 40;
  Self.Width := 185;
  Self.AutoSize := True;
end;

destructor TCheckEdit.Destroy;
begin
  FEdit.Free;
  FCheckBox.Free;
  FCheckEditCaptions.Free;
  inherited;
end;

function TCheckEdit.GetIsActive: Boolean;
begin
  Result := FCheckBox.Checked ;
end;

procedure TCheckEdit.SetCheckEditCaptions(const Value: TCheckEditCaptions);
begin
  FCheckEditCaptions.Assign(Value);
end;

procedure TCheckEdit.SetIsActive(const Value: Boolean);
begin
  FCheckBox.Checked := Value;
  FEdit.Enabled := Value;
  if Value then
    FCheckBox.Caption := CheckEditCaptions.EnableCaption
  else
    FCheckBox.Caption := CheckEditCaptions.DisableCaption;
end;
{ TCheckEditCaptions }

procedure TCheckEditCaptions.Assign(aValue: TPersistent);
begin
  if aValue is TCheckEditCaptions then begin
    FEnableCaption := TCheckEditCaptions(aValue).FEnableCaption;
    FEnableCaption := TCheckEditCaptions(aValue).FDisableCaption;
    if Assigned(FOnChange) then
       FOnChange(self);
  end else
    inherited;
end;

function TCheckEditCaptions.GetDisableCaption: TCaption;
begin
  result := FDisableCaption;
end;

function TCheckEditCaptions.GetEnableCaption: TCaption;
begin
  result := FEnableCaption;
end;

procedure TCheckEditCaptions.SetDisableCaption(const Value: TCaption);
begin
  FDisableCaption := Value;
  if Assigned(FOnChange) then
       FOnChange(self);
end;

procedure TCheckEditCaptions.SetEnableCaption(const Value: TCaption);
begin
  FEnableCaption := Value;
  if Assigned(FOnChange) then
       FOnChange(self);
end;

end.
</code></pre>
","7579632","","","","","2018-01-01 00:13:56","","","","9","","",""
"48046431","1","48049572","","2018-01-01 00:14:15","","0","64","<p>Thanks for taking a moment to read this! So, as the title of my post implies, I'm trying to import some obj files into Maya, but I get the following error message when I try running my script:</p>

<pre><code>Error: line 1: TypeError: file &lt;maya console&gt; line 8: object of type 
'NoneType' has no len()
</code></pre>

<p>My script is listed below:</p>

<pre><code>import maya.cmds as cmds


pathOfFiles = ""/This PC/Desktop/Facial Rigging Blendshapes/""
fileType = ""obj""

files = cmds.getFileList(folder=pathOfFiles, filespec='*.%s' % fileType)
if len(files) == 0:
    cmds.warning(""No files found"")
else:
    for f in files:
        cmds.file(pathOfFiles + f, i=True)
</code></pre>

<p>Thanks again for taking the time to read this! Cheers!</p>
","9159470","","","","","2018-01-01 12:16:38","Issues Importing Obj Files Into Maya","<python><object><import><scripting><maya>","1","0","","",""
"48046432","1","48046530","","2018-01-01 00:14:21","","0","114","<p>I want to print a two column table. In the first column are paths (without spaces), in the second column are names (with spaces). I'd like to make the <code>column</code> treat everything after Nth space (N = 2) as belonging to a single column.</p>

<p>I don't need to use the <code>column</code>, but I'd like something short.
Note: I'm not looking for other solution that expects that there are only two columns.</p>

<pre><code>mark@localhost ~/.config/chromium/Default/Extensions
% for f in */*/manifest.json; do
    echo -n ""$f "";
    cat $f | jq -r '.name + "" "" + .version';
done | column -t
cjpalhdlnbpafiamejdnhcphjbkeiagm/1.14.22_0/manifest.json     uBlock                  Origin      1.14.22          
dbepggeogbaibhgnhhndojpepiihcmeb/1.62.4_0/manifest.json      Vimium                  1.62.4                       
dffhipnliikkblkhpjapbecpmoilcama/0.3_0/manifest.json         Swap                    My          Cookies  0.3     
gcbommkclmclpchllfjekcdonpmejbdp/2017.12.6_0/manifest.json   __MSG_about_ext_name__  2017.12.6                    
gdbofhhdmcladcmmfjolgndfkpobecpg/4.19_0/manifest.json        Don't                   track       me       Google  4.19
pkehgijcmpdhfbdbbnkijodmdjhbjlgp/2017.11.20_0/manifest.json  __MSG_name__            2017.11.20                   
</code></pre>
","9159458","","9159458","","2018-01-01 01:26:25","2018-01-01 12:43:08","Shell, column -t, treat everything after Nth space as a last column","<bash><shell><formatting>","2","0","","",""
"48046434","2","","48046418","2018-01-01 00:14:39","","4","","<p>No, it will not violate the Liskov Principle as long as the subclass' implementation satisfies the expectations of the base class.</p>
","206543","","","","","2018-01-01 00:14:39","","","","5","","",""
"48046435","2","","48046404","2018-01-01 00:14:57","","1","","<p>I would suggest using .getDownloadURL(). Then push all your uploadedfileDownloadURL's into an object or array and then store that into your database. So in the future you can access this object or array from, lets say your user/ProfilePHotos, and then in your app level code you can just use the DownloadURL as a uri links inside an image tag!</p>

<p>In this example I am using react-native, I upload multiple photos, save the download URL each time in an array, then set the array to firebase under the users account. </p>

<pre><code>export const userVehiclePhotoUploadRequest = (photos, user, year) =&gt; dispatch =&gt; {
    console.log('Inside vehiclePhotoUpload Actions', photos, user)

    let referenceToUploadedPhotos = [];

    return new Promise((resolve, reject) =&gt; {
        photos.map(ele =&gt; {
            let mime = 'application/octet-stream'

            let uri = ele.uri
            let uploadUri = Platform.OS === 'ios' ? uri.replace('file://', '') : uri
            let sessionId = new Date().getTime()
            let uploadBlob = null
            let imageRef = firebase.storage().ref('vehicleImages/' + `${user.account.uid}`).child(`${sessionId}`)

            fs.readFile(uploadUri, 'base64')
                .then((data) =&gt; {
                    return Blob.build(data, { type: `${mime};BASE64` })
                })
                .then((blob) =&gt; {
                    uploadBlob = blob
                    return imageRef.put(blob, { contentType: mime })
                })
                .then(() =&gt; {
                    uploadBlob.close()
                    return imageRef.getDownloadURL()
                })
                .then((url) =&gt; {
                    referenceToUploadedPhotos.push(url)
                    console.log('ARRAY OF URLS WHILE PUSHING', referenceToUploadedPhotos)
                    resolve(url)
                })
                .catch((error) =&gt; {
                    reject(error)
                })
        })
    })
        .then(() =&gt; {
            //I did this to not go home until photos are done uploading. 

            let vehicles;
            firebase.database().ref('users/' + user.account.uid + `/allVehicles/allVehiclesArray`).limitToFirst(1).once('value').then(function (snapshot) {
                // ******** This method is straight from their docs ********
                // ******** It returns whatever is found at the path xxxxx/users/user.uid ********
                vehicles = snapshot.val();
            }).then(() =&gt; {
                console.log('ARRAY OF URLS BEFORE SETTING', referenceToUploadedPhotos)
                // let lastVehicle = vehicles.length - 1;
                firebase.database().ref('users/' + user.account.uid + `/allVehicles/allVehiclesArray/` + `${Object.keys(vehicles)[0]}` + `/photosReference`).set({
                    referenceToUploadedPhotos
                }).then(() =&gt; {
                    dispatch(loginRequest(user.account))
                })
            })


        })


};
</code></pre>

<p>And then in your code, lets say inside a map of the user's information...</p>

<pre><code> { ele.photosReference !== undefined ? dynamicAvatar = { uri: `${ele.photosReference.referenceToUploadedPhotos[0]}` } : undefined }
</code></pre>
","9105626","","9105626","","2018-01-01 00:25:33","2018-01-01 00:25:33","","","","0","","",""
